$id,title,description,price,status,serviceRequest
b0cf7440-4ff1-4959-8f88-66bfd19d8a37,Basic Trim hedges in the bedroom,"Trim and shape all garden hedges. Location: bedroom, Quantity: 2, Type: basic.",193.34,in progress,4b122c33-3c26-4d03-986b-d1a2ccaa2258
910390b4-edcc-428a-98bf-2fb01b22268b,Scheduled Lawn mowing in the balcony,"Mow the entire front and backyard. Location: balcony, Quantity: 4, Type: scheduled.",163.69,completed,398ead5f-3064-4fa7-85dd-427d506eda90
05065984-760c-42d8-83bd-3d7e9ab5cdc7,Scheduled Weeding in the bathroom,"Remove all weeds from flower beds. Location: bathroom, Quantity: 4, Type: scheduled.",140.47,completed,398ead5f-3064-4fa7-85dd-427d506eda90
ea8e9d65-73b7-43d3-beff-6b5dbddd6b4e,Emergency Assemble cabinet in the living room,"Assemble and mount wooden cabinet. Location: living room, Quantity: 5, Type: emergency.",75.01,completed,afec1f7a-b40f-4c29-9afe-0cf9db322879
461e2ef8-b92a-4ec8-94c2-31e131cba1fc,Standard Fix door frame in the balcony,"Repair broken door frame. Location: balcony, Quantity: 1, Type: standard.",140.69,completed,afec1f7a-b40f-4c29-9afe-0cf9db322879
25d805ca-5551-4bbd-8076-258aa80c5759,Advanced Install shelves in the rooftop,"Install two wooden wall shelves. Location: rooftop, Quantity: 4, Type: advanced.",174.16,completed,afec1f7a-b40f-4c29-9afe-0cf9db322879
07d3ff1f-ef3b-42ba-a9be-a205beb379fb,Basic Clean bathroom in the bedroom,"Disinfect and clean all bathroom surfaces. Location: bedroom, Quantity: multiple, Type: basic.",175.04,in progress,7452f773-3ae3-4f24-9deb-a2fb1b9609e5
75ece69d-ee72-442f-b099-2dea4fbd5262,Deep Clean bathroom in the kitchen,"Disinfect and clean all bathroom surfaces. Location: kitchen, Quantity: 4, Type: deep.",46.84,in progress,7452f773-3ae3-4f24-9deb-a2fb1b9609e5
02764be2-1ef2-4766-b637-d25eb5bdb61f,Full Install shower in the bedroom,"Install and test new shower system. Location: bedroom, Quantity: several, Type: full.",55.29,completed,6f8c88ca-bba5-4b31-a8e3-549a959f81a8
834d218d-3659-494b-b633-68b6a2264eca,Full Unclog drain in the rooftop,"Unclog blocked bathroom drain. Location: rooftop, Quantity: multiple, Type: full.",200.93,in progress,6f8c88ca-bba5-4b31-a8e3-549a959f81a8
236d84c0-d05f-4a46-a1da-f60fbef89594,Basic Fix leaking sink in the garage,"Identify and repair kitchen sink leak. Location: garage, Quantity: 5, Type: basic.",196.84,completed,6f8c88ca-bba5-4b31-a8e3-549a959f81a8
912a23c3-d03f-4c4b-80c0-c132b8ad3b7f,Basic Lawn mowing in the bedroom,"Mow the entire front and backyard. Location: bedroom, Quantity: 3, Type: basic.",208.52,in progress,c790ba10-bd50-418d-928c-46785bc018b6
4c96027b-4ee5-40e2-a72c-d631b2734868,Urgent Weeding in the garage,"Remove all weeds from flower beds. Location: garage, Quantity: 1, Type: urgent.",85.48,completed,c790ba10-bd50-418d-928c-46785bc018b6
6d2cce67-c365-4edd-9fc6-f56cafb98fdb,Deep Trim hedges in the bedroom,"Trim and shape all garden hedges. Location: bedroom, Quantity: 1, Type: deep.",147.01,completed,55e01c12-3de7-4129-8cc6-2f5b84632595
8e9004e0-6eb0-4aea-87c7-eb20d65fcce6,Scheduled Lawn mowing in the backyard,"Mow the entire front and backyard. Location: backyard, Quantity: 5, Type: scheduled.",197.73,in progress,55e01c12-3de7-4129-8cc6-2f5b84632595
7ba9ef88-cebd-4064-a5f8-08f7ec6c0816,Emergency Lawn mowing in the backyard,"Mow the entire front and backyard. Location: backyard, Quantity: multiple, Type: emergency.",164.05,in progress,55e01c12-3de7-4129-8cc6-2f5b84632595
ad271b04-a8ce-4dd5-bded-ffcb9e5252a0,Scheduled Fix circuit breaker in the garage,"Diagnose and repair faulty breaker. Location: garage, Quantity: several, Type: scheduled.",54.62,completed,6abf7b9d-8cb4-49d9-ac1f-fa8ae4b5eb98
d26852cf-6263-4620-80b3-4ba90471409f,Full Lighting setup in the balcony,"Install new ceiling lights. Location: balcony, Quantity: 2, Type: full.",170.35,completed,6abf7b9d-8cb4-49d9-ac1f-fa8ae4b5eb98
4e26eff1-a4bf-4fc7-b26d-20fb83cc472c,Advanced Install power socket in the garage,"Install and test a new wall socket. Location: garage, Quantity: 2, Type: advanced.",160.94,in progress,6abf7b9d-8cb4-49d9-ac1f-fa8ae4b5eb98
6e0fd577-6ee5-49e7-9812-436f6312c411,Scheduled Trim hedges in the backyard,"Trim and shape all garden hedges. Location: backyard, Quantity: 3, Type: scheduled.",129.54,completed,dd057911-9b98-427e-b277-a3feca1c7f04
e398ac54-8c2f-4def-aecf-23e5c1ecd13e,Emergency Weeding in the balcony,"Remove all weeds from flower beds. Location: balcony, Quantity: 2, Type: emergency.",69.11,completed,dd057911-9b98-427e-b277-a3feca1c7f04
aa1cf10a-3692-467b-927f-4d08a73eff2e,Advanced Trim hedges in the balcony,"Trim and shape all garden hedges. Location: balcony, Quantity: 5, Type: advanced.",85.94,completed,dd057911-9b98-427e-b277-a3feca1c7f04
14f915ef-e0bc-45ee-8621-53e56671c5cb,Deep Fix leaking sink in the bathroom,"Identify and repair kitchen sink leak. Location: bathroom, Quantity: 1, Type: deep.",177.15,in progress,5b41d2b2-3bdb-4676-8dbf-062832596d26
960fd534-d4e6-452c-89d9-c8eee88f1347,Basic Install shower in the bathroom,"Install and test new shower system. Location: bathroom, Quantity: several, Type: basic.",124.87,completed,5b41d2b2-3bdb-4676-8dbf-062832596d26
1c33a8cf-adb2-4001-9440-c8234eab9bc6,Emergency Lighting setup in the kitchen,"Install new ceiling lights. Location: kitchen, Quantity: multiple, Type: emergency.",236.33,completed,debef382-7a00-4e9b-877c-f379a8176a81
3a5f5d03-e8c4-4efe-8405-6c3ef0c7e3fc,Basic Lighting setup in the backyard,"Install new ceiling lights. Location: backyard, Quantity: 3, Type: basic.",193.45,in progress,debef382-7a00-4e9b-877c-f379a8176a81
95685390-33d6-45c8-83d6-a422a7c65258,Scheduled Assemble cabinet in the rooftop,"Assemble and mount wooden cabinet. Location: rooftop, Quantity: multiple, Type: scheduled.",155.23,completed,a4e6eb6b-3e0a-47cf-8318-2d0c02963577
b979ac2a-4aec-403a-9465-4ac5e4abeb58,Deep Fix door frame in the backyard,"Repair broken door frame. Location: backyard, Quantity: 4, Type: deep.",81.7,completed,a4e6eb6b-3e0a-47cf-8318-2d0c02963577
3a40351f-47d5-4072-9790-7b985e06f2b6,Emergency Lighting setup in the balcony,"Install new ceiling lights. Location: balcony, Quantity: 4, Type: emergency.",189.43,completed,fa9340ba-77f9-42cd-b44c-37a251240c48
329a50bb-46b9-4d31-86b0-035b3db0f3bc,Advanced Lighting setup in the garage,"Install new ceiling lights. Location: garage, Quantity: several, Type: advanced.",45.08,in progress,fa9340ba-77f9-42cd-b44c-37a251240c48
723e801a-9e32-4ebb-a099-d2e09810cdbb,Scheduled Lighting setup in the rooftop,"Install new ceiling lights. Location: rooftop, Quantity: 3, Type: scheduled.",86.1,completed,fa9340ba-77f9-42cd-b44c-37a251240c48
a9727ef0-87e5-4e52-8d34-00da27ef8119,Deep Fix door frame in the rooftop,"Repair broken door frame. Location: rooftop, Quantity: 2, Type: deep.",194.66,completed,d6e95e89-bef1-4d5c-90cb-d6060785973e
a9c7afb0-99d2-463f-91e3-51c9f3677469,Full Fix door frame in the rooftop,"Repair broken door frame. Location: rooftop, Quantity: 1, Type: full.",155.86,completed,d6e95e89-bef1-4d5c-90cb-d6060785973e
c1c812f1-e45d-416b-b5e3-b1f6180e8839,Emergency Fix door frame in the balcony,"Repair broken door frame. Location: balcony, Quantity: 5, Type: emergency.",95.3,completed,d6e95e89-bef1-4d5c-90cb-d6060785973e
21639406-174d-4eab-b200-f2148c7d5cea,Emergency Install power socket in the garage,"Install and test a new wall socket. Location: garage, Quantity: 4, Type: emergency.",246.48,in progress,ab47bcd2-95f3-4d27-a0a7-f6ee79e8d4a4
762e4389-bdf6-4f75-a4d3-8d891d93710a,Emergency Install power socket in the backyard,"Install and test a new wall socket. Location: backyard, Quantity: several, Type: emergency.",223.81,completed,ab47bcd2-95f3-4d27-a0a7-f6ee79e8d4a4
bdc93a91-f11a-4206-bae0-a6938ed149b0,Full Unclog drain in the rooftop,"Unclog blocked bathroom drain. Location: rooftop, Quantity: 4, Type: full.",49.95,in progress,e00df79c-3fbb-44c0-95db-bb00657f9384
f0e47334-4037-47e2-abc6-dc8bccca00b3,Emergency Install shower in the living room,"Install and test new shower system. Location: living room, Quantity: several, Type: emergency.",117.95,completed,e00df79c-3fbb-44c0-95db-bb00657f9384
81c5614c-f4c4-4657-a985-10947e0658e8,Standard Vacuum carpets in the bedroom,"Vacuum all carpeted areas. Location: bedroom, Quantity: 1, Type: standard.",216.87,completed,f8b6296d-2908-4dfe-ba03-f6cd50a63dc5
065a50ac-3102-43ca-b83a-c4907b6c092e,Basic Window cleaning in the bedroom,"Clean all windows inside and out. Location: bedroom, Quantity: several, Type: basic.",249.57,in progress,f8b6296d-2908-4dfe-ba03-f6cd50a63dc5
7977f0f0-a6ea-4ccb-8ca1-ddbd1d2d384c,Scheduled Vacuum carpets in the living room,"Vacuum all carpeted areas. Location: living room, Quantity: 5, Type: scheduled.",230.52,in progress,f8b6296d-2908-4dfe-ba03-f6cd50a63dc5
7d777e77-a572-489b-9690-f1bc1ecc5bcb,Basic Window cleaning in the bedroom,"Clean all windows inside and out. Location: bedroom, Quantity: 3, Type: basic.",62.98,completed,f50a7a2f-3ac7-47b0-8e54-e2fa9fd81e19
22b81a0c-1c15-49e9-bcb3-0db738e9541e,Urgent Window cleaning in the living room,"Clean all windows inside and out. Location: living room, Quantity: 2, Type: urgent.",146.97,in progress,f50a7a2f-3ac7-47b0-8e54-e2fa9fd81e19
c99d1166-a39a-42b7-83dd-fdc1c20d03e3,Deep Clean bathroom in the living room,"Disinfect and clean all bathroom surfaces. Location: living room, Quantity: 5, Type: deep.",140.81,in progress,67f63326-eaf2-4423-92b7-1513e11bf40a
77ad2b8c-97ba-45f1-85d6-56f2b1c87a8c,Full Vacuum carpets in the rooftop,"Vacuum all carpeted areas. Location: rooftop, Quantity: 2, Type: full.",63.44,completed,67f63326-eaf2-4423-92b7-1513e11bf40a
6b2b080c-8285-4810-b3a5-c788d7ac0725,Advanced Lighting setup in the backyard,"Install new ceiling lights. Location: backyard, Quantity: 1, Type: advanced.",132.81,in progress,8a40bc73-7ac1-417e-a76c-d4f21d60fc0d
a5fc2811-f4b4-4aac-8ef8-8f6a242f23d3,Deep Install power socket in the bedroom,"Install and test a new wall socket. Location: bedroom, Quantity: 1, Type: deep.",93.04,completed,8a40bc73-7ac1-417e-a76c-d4f21d60fc0d
7ed3f964-ac5d-40d2-8ae2-ce79d947a1d4,Advanced Fix circuit breaker in the balcony,"Diagnose and repair faulty breaker. Location: balcony, Quantity: several, Type: advanced.",239.83,completed,8a40bc73-7ac1-417e-a76c-d4f21d60fc0d
d03120bf-7b4f-4ac0-8878-f7fb9190db7f,Deep Window cleaning in the bedroom,"Clean all windows inside and out. Location: bedroom, Quantity: 2, Type: deep.",119.39,in progress,a3c0a69f-5254-46cf-be55-ec09673f1a44
150706da-c711-4192-a1e0-bb1e3fb0679c,Emergency Clean bathroom in the rooftop,"Disinfect and clean all bathroom surfaces. Location: rooftop, Quantity: 3, Type: emergency.",197.18,in progress,a3c0a69f-5254-46cf-be55-ec09673f1a44
960748ca-6609-417d-b7d6-a749245161c8,Advanced Weeding in the balcony,"Remove all weeds from flower beds. Location: balcony, Quantity: 1, Type: advanced.",99.0,in progress,f894159f-9a49-422a-b074-33dc4c606b7e
6b99d6ed-66cf-4051-8c0e-30183954131b,Basic Trim hedges in the balcony,"Trim and shape all garden hedges. Location: balcony, Quantity: 4, Type: basic.",79.9,completed,f894159f-9a49-422a-b074-33dc4c606b7e
b26b804c-7d3c-4097-b26c-b06539c1b184,Scheduled Fix leaking sink in the bathroom,"Identify and repair kitchen sink leak. Location: bathroom, Quantity: multiple, Type: scheduled.",165.75,in progress,92f3dbcc-812b-4007-a984-258d0573e20f
fe239640-134f-4dd9-b009-7bb22e0c6a2a,Emergency Unclog drain in the bedroom,"Unclog blocked bathroom drain. Location: bedroom, Quantity: 2, Type: emergency.",152.05,completed,92f3dbcc-812b-4007-a984-258d0573e20f
0db2b80f-a3a7-4817-82e9-e3889ae24d30,Advanced Fix door frame in the backyard,"Repair broken door frame. Location: backyard, Quantity: 5, Type: advanced.",57.33,completed,f48eec76-785c-4187-9def-f7a820562d02
700c4c6d-df39-4157-9008-8b70405d55d7,Emergency Install shelves in the kitchen,"Install two wooden wall shelves. Location: kitchen, Quantity: 4, Type: emergency.",58.14,completed,f48eec76-785c-4187-9def-f7a820562d02
98804be2-0cbb-4acf-a544-14832e643131,Emergency Lighting setup in the balcony,"Install new ceiling lights. Location: balcony, Quantity: multiple, Type: emergency.",225.47,in progress,55f8a283-457d-4e98-a071-4c71bb252e32
ca3e4f79-e988-4c83-af7f-539d27400889,Advanced Fix circuit breaker in the kitchen,"Diagnose and repair faulty breaker. Location: kitchen, Quantity: 3, Type: advanced.",90.53,completed,55f8a283-457d-4e98-a071-4c71bb252e32
b14fa384-fb75-4e10-a5e9-01da795465fa,Standard Weeding in the balcony,"Remove all weeds from flower beds. Location: balcony, Quantity: 4, Type: standard.",77.01,in progress,9fbf5b57-de06-4b0d-b1d5-c8e6c9f7e4b9
fe8c34de-6b25-4788-9eb2-0289f605806b,Emergency Weeding in the kitchen,"Remove all weeds from flower beds. Location: kitchen, Quantity: several, Type: emergency.",42.94,completed,9fbf5b57-de06-4b0d-b1d5-c8e6c9f7e4b9
ed4a1adb-1740-4f8d-a322-4fd54db294b0,Standard Weeding in the living room,"Remove all weeds from flower beds. Location: living room, Quantity: 2, Type: standard.",146.02,in progress,9fbf5b57-de06-4b0d-b1d5-c8e6c9f7e4b9
edb01146-bd6f-4a0e-b238-ccca512e9ec6,Full Fix leaking sink in the garage,"Identify and repair kitchen sink leak. Location: garage, Quantity: 5, Type: full.",113.58,completed,47d71098-9464-43f7-847a-532e7c751cf1
9346e867-b109-4ea9-9485-c84d79b625e3,Standard Unclog drain in the bedroom,"Unclog blocked bathroom drain. Location: bedroom, Quantity: 1, Type: standard.",232.02,completed,47d71098-9464-43f7-847a-532e7c751cf1
df0cf654-38c2-4c4c-b3fe-f109a82be2f8,Basic Unclog drain in the bathroom,"Unclog blocked bathroom drain. Location: bathroom, Quantity: 4, Type: basic.",223.63,in progress,47d71098-9464-43f7-847a-532e7c751cf1
ba56ab43-dabe-4aff-9186-eab35a57ae7a,Scheduled Fix circuit breaker in the living room,"Diagnose and repair faulty breaker. Location: living room, Quantity: 3, Type: scheduled.",75.03,completed,3c856076-bfc4-4f31-aa5a-82680e21af40
5975cc93-7c14-4df0-aa65-5731908d02d2,Emergency Install power socket in the bathroom,"Install and test a new wall socket. Location: bathroom, Quantity: 1, Type: emergency.",165.9,in progress,3c856076-bfc4-4f31-aa5a-82680e21af40
d74d732c-d4d2-4220-baaa-64a992e20390,Full Fix leaking sink in the bedroom,"Identify and repair kitchen sink leak. Location: bedroom, Quantity: 3, Type: full.",208.23,in progress,e1eba165-98b9-45bc-81db-7a57a55c6148
5bc23c68-0c5c-4660-8fd9-eac9e1308429,Scheduled Fix leaking sink in the living room,"Identify and repair kitchen sink leak. Location: living room, Quantity: 3, Type: scheduled.",84.83,in progress,e1eba165-98b9-45bc-81db-7a57a55c6148
ffd6e058-0261-4d1d-aef1-ba4e3ad34087,Full Window cleaning in the kitchen,"Clean all windows inside and out. Location: kitchen, Quantity: multiple, Type: full.",225.64,completed,380f2cc3-b972-48da-86ee-ee2a74a4106c
83a7ecf3-9182-4438-bdb6-d4b18e19dc23,Emergency Vacuum carpets in the garage,"Vacuum all carpeted areas. Location: garage, Quantity: 5, Type: emergency.",158.39,in progress,380f2cc3-b972-48da-86ee-ee2a74a4106c
c6edd9be-7601-4f80-98d0-2af9bc3c9496,Emergency Install shelves in the living room,"Install two wooden wall shelves. Location: living room, Quantity: 3, Type: emergency.",116.52,in progress,61a973e4-3389-4a7a-a375-bfc0c700f01e
ff183692-6166-4828-b0c5-c66a86c56179,Urgent Fix door frame in the rooftop,"Repair broken door frame. Location: rooftop, Quantity: 2, Type: urgent.",157.89,completed,61a973e4-3389-4a7a-a375-bfc0c700f01e
94110695-cc8a-4dd3-8c4c-098f8d2ccabc,Scheduled Trim hedges in the balcony,"Trim and shape all garden hedges. Location: balcony, Quantity: 4, Type: scheduled.",151.03,in progress,7ab4365a-fa77-411f-8570-433b49eb9d8a
1ec974f0-e988-4ee8-9960-b8f13323d638,Emergency Weeding in the kitchen,"Remove all weeds from flower beds. Location: kitchen, Quantity: multiple, Type: emergency.",218.39,completed,7ab4365a-fa77-411f-8570-433b49eb9d8a
e2022135-cddc-4c76-8722-1374e00c7d11,Full Install shower in the rooftop,"Install and test new shower system. Location: rooftop, Quantity: 1, Type: full.",77.49,completed,6586c187-3584-4912-93ee-7a94c2311ddf
5f589004-0c49-44d8-95db-3f6b34034690,Advanced Install shower in the rooftop,"Install and test new shower system. Location: rooftop, Quantity: multiple, Type: advanced.",244.23,in progress,6586c187-3584-4912-93ee-7a94c2311ddf
c8aa80c0-6a5b-4dea-8015-ba8f661e8fe2,Advanced Fix door frame in the bedroom,"Repair broken door frame. Location: bedroom, Quantity: 4, Type: advanced.",224.64,completed,89ac8a47-50f5-411b-bb68-e029078f9e60
d189a178-7ba0-4dff-8eba-465c471fb063,Standard Fix door frame in the garage,"Repair broken door frame. Location: garage, Quantity: 2, Type: standard.",212.1,in progress,89ac8a47-50f5-411b-bb68-e029078f9e60
aa5a314c-d9e5-4f89-bda1-e0a2361b86e7,Scheduled Window cleaning in the bathroom,"Clean all windows inside and out. Location: bathroom, Quantity: multiple, Type: scheduled.",140.38,completed,a79cf624-9561-4b03-bd87-929485173037
7d2d85d2-60cc-4da9-9d83-28b92872ef04,Advanced Vacuum carpets in the kitchen,"Vacuum all carpeted areas. Location: kitchen, Quantity: 4, Type: advanced.",103.03,in progress,a79cf624-9561-4b03-bd87-929485173037
83118241-923b-4fff-92de-5876eb553588,Urgent Install power socket in the bedroom,"Install and test a new wall socket. Location: bedroom, Quantity: 3, Type: urgent.",198.21,in progress,20db622c-dda4-4b0a-a8da-fe6eae1e6431
18f71bce-183f-4ee6-9bef-2e2a6b6e7abc,Full Lighting setup in the bedroom,"Install new ceiling lights. Location: bedroom, Quantity: 5, Type: full.",132.47,in progress,20db622c-dda4-4b0a-a8da-fe6eae1e6431
9826e5f9-0ed2-48ba-b3b2-5106e0090f70,Urgent Install power socket in the rooftop,"Install and test a new wall socket. Location: rooftop, Quantity: several, Type: urgent.",175.53,completed,5b802a21-44af-4201-813e-dee5b0535e3e
83be5906-add9-464e-8e5c-371f9f9ba19b,Full Fix circuit breaker in the balcony,"Diagnose and repair faulty breaker. Location: balcony, Quantity: several, Type: full.",66.86,completed,5b802a21-44af-4201-813e-dee5b0535e3e
b1e14b73-316c-41a7-8845-3a4a82d47c91,Basic Lighting setup in the rooftop,"Install new ceiling lights. Location: rooftop, Quantity: several, Type: basic.",218.22,in progress,27616c8f-ff15-4c24-b497-af3acb47f656
183ed1aa-22b3-4a23-a3c7-536fd6f78aa4,Urgent Lighting setup in the garage,"Install new ceiling lights. Location: garage, Quantity: 4, Type: urgent.",167.44,completed,27616c8f-ff15-4c24-b497-af3acb47f656
ca1f2b1f-9fb9-4a19-838c-50a997add112,Emergency Install power socket in the living room,"Install and test a new wall socket. Location: living room, Quantity: 3, Type: emergency.",106.7,completed,bc9ffa3e-fcca-4e10-9826-56100994465f
341d7ea1-ab8c-4f5e-95db-278bc2769e1b,Scheduled Fix circuit breaker in the bedroom,"Diagnose and repair faulty breaker. Location: bedroom, Quantity: 1, Type: scheduled.",135.58,completed,bc9ffa3e-fcca-4e10-9826-56100994465f
49685c7a-9fb8-446d-a7f7-71a7aca19666,Emergency Lighting setup in the bathroom,"Install new ceiling lights. Location: bathroom, Quantity: 2, Type: emergency.",204.68,completed,bc9ffa3e-fcca-4e10-9826-56100994465f
3b34679d-da29-4ac3-9005-b62358128262,Scheduled Vacuum carpets in the bedroom,"Vacuum all carpeted areas. Location: bedroom, Quantity: 4, Type: scheduled.",108.72,in progress,b95507f3-5548-4667-8ed1-f3abf0ddef57
28506ed1-694c-4fe8-b519-1ba8c100e0cd,Emergency Window cleaning in the bathroom,"Clean all windows inside and out. Location: bathroom, Quantity: 2, Type: emergency.",78.9,in progress,b95507f3-5548-4667-8ed1-f3abf0ddef57
a4f87b1f-ad5f-4687-9f97-edb4451e26c4,Urgent Clean bathroom in the garage,"Disinfect and clean all bathroom surfaces. Location: garage, Quantity: 4, Type: urgent.",168.96,in progress,b95507f3-5548-4667-8ed1-f3abf0ddef57
41aa09cd-6996-4753-bcd3-54bdc7f921ae,Advanced Lawn mowing in the kitchen,"Mow the entire front and backyard. Location: kitchen, Quantity: several, Type: advanced.",153.79,in progress,76cefc03-3bd8-4e97-a2b2-2ebc65665b35
cf25dc49-75b7-4ea5-87c7-b587bf37eef3,Deep Weeding in the kitchen,"Remove all weeds from flower beds. Location: kitchen, Quantity: 5, Type: deep.",207.42,in progress,76cefc03-3bd8-4e97-a2b2-2ebc65665b35
f6f242ce-4fe8-4010-918e-916a003d59fd,Advanced Lawn mowing in the rooftop,"Mow the entire front and backyard. Location: rooftop, Quantity: multiple, Type: advanced.",241.12,in progress,76cefc03-3bd8-4e97-a2b2-2ebc65665b35
da67d9f8-cb93-4dbc-9200-b1325cac41b3,Urgent Assemble cabinet in the balcony,"Assemble and mount wooden cabinet. Location: balcony, Quantity: several, Type: urgent.",86.98,in progress,6256a15d-1783-48fc-b653-78097773b5ae
18914c54-89db-4ed0-94be-c99b06d52deb,Basic Fix door frame in the kitchen,"Repair broken door frame. Location: kitchen, Quantity: 2, Type: basic.",155.89,in progress,6256a15d-1783-48fc-b653-78097773b5ae
419cbc6f-ff43-4b1d-ae37-e5696fc8a362,Emergency Install shelves in the living room,"Install two wooden wall shelves. Location: living room, Quantity: 1, Type: emergency.",172.42,completed,6256a15d-1783-48fc-b653-78097773b5ae
b35eef03-b815-46ba-9c80-00ad1b131ae3,Urgent Window cleaning in the bedroom,"Clean all windows inside and out. Location: bedroom, Quantity: 3, Type: urgent.",73.11,completed,2593763a-4752-41b1-b5b6-7fdbc447aa97
faf7c3be-e77c-49d9-9822-a48bfb8cfa2f,Full Clean bathroom in the bathroom,"Disinfect and clean all bathroom surfaces. Location: bathroom, Quantity: several, Type: full.",131.32,completed,2593763a-4752-41b1-b5b6-7fdbc447aa97
a528bfad-2b8a-4808-a34b-74ffe26e4842,Advanced Clean bathroom in the backyard,"Disinfect and clean all bathroom surfaces. Location: backyard, Quantity: 4, Type: advanced.",151.98,in progress,2593763a-4752-41b1-b5b6-7fdbc447aa97
24a0d489-bb1e-4e46-9a74-20f2949166d1,Basic Assemble cabinet in the bedroom,"Assemble and mount wooden cabinet. Location: bedroom, Quantity: 2, Type: basic.",67.93,in progress,4a9d736c-c47c-4237-95b8-0fa93df9bb29
a9d1813b-0efa-48bc-b976-7f206990d693,Basic Assemble cabinet in the garage,"Assemble and mount wooden cabinet. Location: garage, Quantity: several, Type: basic.",89.05,completed,4a9d736c-c47c-4237-95b8-0fa93df9bb29
f65372cb-d5a3-4444-b8ad-8c3d45184655,Full Window cleaning in the living room,"Clean all windows inside and out. Location: living room, Quantity: 1, Type: full.",154.2,completed,5686360b-9ef0-4b30-8e8b-cfa00f54fe1d
